"study","fdate",day,month,year,round,"uniqueID","genus","species","caste","sex","det","collector","plant_genus_sp","plant_genus","plant_species","site","site_type","method",latitude,longitude,"latlong_accur","County","State","Country","data_entry","spec_notes","flr_notes","plantid_field","basicID","pre2010_gendet","pre2010_spdet","pre2010_det","older_sp",latitude_old,longitude_old,"taxonomy_notes","det_date"
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600604","Andrena","cornelli","","f","J_Ascher","rachael winfree","Gaylussacia_baccata","Gaylussacia","baccata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Andrena","cornelli","T. Griswold","cornelli",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600605","Nomada","sayi_illinoensis_seeTN","","f","M_Rightmyer","sam droege","Ornithogalum_umbellatum","Ornithogalum","umbellatum","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","SD can't separate these two species; not sure they should be separated","","","bee","Nomada","sayi-illinoensis","S. Droege","sayi-illinoensis",40.329,-74.944,"unresolved species complex",NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600606","Nomada","pygmaea","","m","M_Rightmyer","rachael winfree","Osmorhiza_longistylis","Osmorhiza","longistylis","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","SD can't associate with a particular existing species but is one of them","","","bee","Nomada","pygmaea","S. Droege","unknown white-lined sp",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600609","Bombus","bimaculatus","queen","f","J_Ascher","sam droege","Osmorhiza_longistylis","Osmorhiza","longistylis","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Bombus","bimaculatus","T. Griswold","bimaculatus",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600610","Andrena","ziziae","","f","J_Ascher","sam droege","Osmorhiza_longistylis","Osmorhiza","longistylis","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Andrena","ziziae","T. Griswold","ziziae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600611","Nomada","sayi_illinoensis_seeTN","","m","M_Rightmyer","sam droege","Osmorhiza_longistylis","Osmorhiza","longistylis","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","SD can't separate these two species; not sure they should be separated","","","bee","Nomada","sayi-illinoensis","S. Droege","sayi-illinoensis",40.329,-74.944,"unresolved species complex",NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600612","Andrena","ziziae","","f","J_Ascher","sam droege","Osmorhiza_longistylis","Osmorhiza","longistylis","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Andrena","ziziae","T. Griswold","ziziae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600613","Andrena","ziziae","","f","J_Ascher","sam droege","Osmorhiza_longistylis","Osmorhiza","longistylis","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Andrena","ziziae","T. Griswold","ziziae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600614","Lasioglossum","subviridatum","","f","J_Ascher","sam droege","Osmorhiza_longistylis","Osmorhiza","longistylis","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Lasioglossum","subviridatum","J. Gibbs","subviridatum",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600615","Andrena","ziziae","","f","J_Ascher","sam droege","Osmorhiza_longistylis","Osmorhiza","longistylis","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Andrena","ziziae","T. Griswold","ziziae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600616","Nomada","sp4","","f","M_Rightmyer","sam droege","Osmorhiza_longistylis","Osmorhiza","longistylis","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","SD differentiates forms BHO from other species in collection but is not sure how many species are included in BHO. Recommends grouping as 1 species group.","","","bee","Nomada","sp. 4","S. Droege","species group BHO",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600617","Andrena","rugosa","","m","J_Ascher","sam droege","Osmorhiza_longistylis","Osmorhiza","longistylis","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Andrena","rugosa","T. Griswold","rugosa",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600618","Andrena","ziziae","","f","J_Ascher","sam droege","Osmorhiza_longistylis","Osmorhiza","longistylis","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Andrena","ziziae","T. Griswold","ziziae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600619","Hylaeus","sparsus","","u","J_Ascher","sam droege","Osmorhiza_longistylis","Osmorhiza","longistylis","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Hylaeus","sparsus","T. Griswold","sparsus",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600620","Augochlora","pura","","f","J_Ascher","sam droege","Osmorhiza_longistylis","Osmorhiza","longistylis","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Augochlora","pura","T. Griswold","pura",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600621","Augochlora","pura","","f","J_Ascher","sam droege","Osmorhiza_longistylis","Osmorhiza","longistylis","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Augochlora","pura","T. Griswold","pura",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600622","Andrena","ziziae","","f","J_Ascher","sam droege","Osmorhiza_longistylis","Osmorhiza","longistylis","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","missing head (not with body in vial)","","","bee","Andrena","ziziae","T. Griswold","ziziae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600623","Nomada","sayi_illinoensis_seeTN","","f","M_Rightmyer","rachael winfree","Viburnum_prunifolium","Viburnum","prunifolium","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","SD can't separate these two species; not sure they should be separated","","","bee","Nomada","sayi-illinoensis","S. Droege","sayi-illinoensis",40.329,-74.944,"unresolved species complex",NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600624","Andrena","carlini","","f","J_Ascher","rachael winfree","Viburnum_prunifolium","Viburnum","prunifolium","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Andrena","carlini","T. Griswold","carlini",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600625","Lasioglossum","cressonii","","f","J_Ascher","neal williams","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","recorded in field as Alliaria officinalis","","bee","Lasioglossum","cressonii","J. Gibbs","cressonii",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600626","Andrena","spiraeana","","f","J_Ascher","neal williams","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","recorded in field as Alliaria officinalis","","bee","Andrena","spiraeana","T. Griswold","spiraeana",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600627","Andrena","arabis","","f","J_Ascher","neal williams","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","recorded in field as Alliaria officinalis","","bee","Andrena","arabis","T. Griswold","arabis",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600628","Nomada","sayi_illinoensis_seeTN","","m","M_Rightmyer","rachael winfree","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","SD can't separate these two species; not sure they should be separated","recorded in field as Alliaria officinalis","","bee","Nomada","sayi-illinoensis","S. Droege","sayi-illinoensis",40.329,-74.944,"unresolved species complex",NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600629","Nomada","sayi_illinoensis_seeTN","","f","M_Rightmyer","rachael winfree","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","SD can't separate these two species; not sure they should be separated","recorded in field as Alliaria officinalis","","bee","Nomada","sayi-illinoensis","S. Droege","sayi-illinoensis",40.329,-74.944,"unresolved species complex",NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600630","Andrena","erigeniae","","f","J_Ascher","sam droege","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","recorded in field as Alliaria officinalis","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600631","Nomada","sayi_illinoensis_seeTN","","m","M_Rightmyer","sam droege","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","SD can't separate these two species; not sure they should be separated","recorded in field as Alliaria officinalis","","bee","Nomada","sayi-illinoensis","S. Droege","sayi-illinoensis",40.329,-74.944,"unresolved species complex",NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600632","Andrena","erigeniae","","f","J_Ascher","sam droege","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","recorded in field as Alliaria officinalis","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600633","Andrena","erigeniae","","f","J_Ascher","sam droege","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","recorded in field as Alliaria officinalis","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600634","Andrena","erigeniae","","f","J_Ascher","sam droege","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","recorded in field as Alliaria officinalis","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600635","Andrena","erigeniae","","f","J_Ascher","sam droege","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","recorded in field as Alliaria officinalis","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600636","Augochlora","pura","","f","J_Ascher","sam droege","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","recorded in field as Alliaria officinalis","","bee","Augochlora","pura","T. Griswold","pura",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600637","Lasioglossum","oblongum","","f","J_Ascher","sam droege","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","recorded in field as Alliaria officinalis","","bee","Lasioglossum","oblongum","S. Droege","oblongum",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600638","Nomada","sp1","","f","M_Rightmyer","sam droege","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","recorded in field as Alliaria officinalis","","bee","Nomada","sp. 1","S. Droege","pygmaea",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600639","Lasioglossum","cressonii","","f","J_Ascher","sam droege","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","recorded in field as Alliaria officinalis","","bee","Lasioglossum","cressonii","J. Gibbs","cressonii",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600640","Andrena","pruni","","m","J_Ascher","sam droege","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","recorded in field as Alliaria officinalis","","bee","Andrena","pruni","T. Griswold","pruni",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600641","Andrena","erigeniae","","f","J_Ascher","sam droege","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","recorded in field as Alliaria officinalis","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600642","Lasioglossum","quebecense","","f","J_Ascher","sam droege","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","recorded in field as Alliaria officinalis","","bee","Lasioglossum","quebecense","J. Gibbs","quebecense",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600643","Andrena","erigeniae","","f","J_Ascher","sam droege","Alliaria_petiolata","Alliaria","petiolata","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","recorded in field as Alliaria officinalis","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600644","Nomada","near_lehighensis_seeTN","","f","M_Rightmyer","sam droege","Claytonia_virginica","Claytonia","virginica","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Nomada","near lehighensis","S. Droege","near lehighensis",40.329,-74.944,"?",NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600645","Andrena","erigeniae","","f","J_Ascher","sam droege","Claytonia_virginica","Claytonia","virginica","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600646","Nomada","sayi_illinoensis_seeTN","","m","M_Rightmyer","sam droege","Claytonia_virginica","Claytonia","virginica","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","SD can't separate these two species; not sure they should be separated","","","bee","Nomada","sayi-illinoensis","S. Droege","sayi-illinoensis",40.329,-74.944,"unresolved species complex",NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600647","Ceratina","calcarata","","m","J_Criscione","sam droege","Claytonia_virginica","Claytonia","virginica","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Ceratina","calcarata","T. Griswold","calcarata",40.329,-74.944," ","Spring 2019"
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600648","Bombus","bimaculatus","worker","f","J_Ascher","sam droege","Claytonia_virginica","Claytonia","virginica","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Bombus","bimaculatus","T. Griswold","bimaculatus",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600649","Andrena","erigeniae","","f","J_Ascher","sam droege","Claytonia_virginica","Claytonia","virginica","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600650","Andrena","erigeniae","","f","J_Ascher","sam droege","Claytonia_virginica","Claytonia","virginica","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600651","Nomada","sp4","","m","M_Rightmyer","sam droege","Claytonia_virginica","Claytonia","virginica","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","SD differentiates forms BHO from other species in collection but is not sure how many species are included in BHO. Recommends grouping as 1 species group.","","","bee","Nomada","sp. 4","S. Droege","species group BHO",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600652","Nomada","luteoloides","","m","M_Rightmyer","sam droege","Claytonia_virginica","Claytonia","virginica","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Nomada","luteoloides","S. Droege","luteoloides",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600653","Andrena","erigeniae","","f","J_Ascher","sam droege","Claytonia_virginica","Claytonia","virginica","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600654","Augochlora","pura","","f","J_Ascher","sam droege","Claytonia_virginica","Claytonia","virginica","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Augochlora","pura","T. Griswold","pura",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600655","Andrena","erigeniae","","f","J_Ascher","sam droege","Claytonia_virginica","Claytonia","virginica","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600656","Andrena","erigeniae","","f","J_Ascher","sam droege","Claytonia_virginica","Claytonia","virginica","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600657","Andrena","erigeniae","","f","J_Ascher","sam droege","Claytonia_virginica","Claytonia","virginica","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600658","Andrena","cornelli","","f","J_Ascher","sam droege/neal williams","Rhododendron_periclymenoides","Rhododendron","periclymenoides","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","\"written down as \"\"azalea sp\"\"; recorded in field as Rhododendron nudiflorum\"","","bee","Andrena","cornelli","T. Griswold","cornelli",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600659","Andrena","cornelli","","f","J_Ascher","sam droege/neal williams","Rhododendron_periclymenoides","Rhododendron","periclymenoides","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","\"written down as \"\"azalea sp\"\"; recorded in field as Rhododendron nudiflorum\"","","bee","Andrena","cornelli","T. Griswold","cornelli",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600660","Andrena","cornelli","","f","J_Ascher","sam droege/neal williams","Rhododendron_periclymenoides","Rhododendron","periclymenoides","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","\"written down as \"\"azalea sp\"\"; recorded in field as Rhododendron nudiflorum\"","","bee","Andrena","cornelli","T. Griswold","cornelli",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600661","Augochlora","pura","","f","J_Ascher","sam droege/neal williams","Rhododendron_periclymenoides","Rhododendron","periclymenoides","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","\"written down as \"\"azalea sp\"\"; recorded in field as Rhododendron nudiflorum\"","","bee","Augochlora","pura","T. Griswold","pura",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600662","Augochlora","pura","","f","J_Ascher","sam droege/neal williams","Rhododendron_periclymenoides","Rhododendron","periclymenoides","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","\"written down as \"\"azalea sp\"\"; recorded in field as Rhododendron nudiflorum\"","","bee","Augochlora","pura","T. Griswold","pura",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600663","Andrena","cornelli","","f","J_Ascher","sam droege/neal williams","Rhododendron_periclymenoides","Rhododendron","periclymenoides","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","\"written down as \"\"azalea sp\"\"; recorded in field as Rhododendron nudiflorum\"","","bee","Andrena","cornelli","T. Griswold","cornelli",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600664","Andrena","cornelli","","f","J_Ascher","sam droege/neal williams","Rhododendron_periclymenoides","Rhododendron","periclymenoides","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","\"written down as \"\"azalea sp\"\"; recorded in field as Rhododendron nudiflorum\"","","bee","Andrena","cornelli","T. Griswold","cornelli",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600665","Andrena","cornelli","","f","J_Ascher","sam droege/neal williams","Rhododendron_periclymenoides","Rhododendron","periclymenoides","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","\"written down as \"\"azalea sp\"\"; recorded in field as Rhododendron nudiflorum\"","","bee","Andrena","cornelli","T. Griswold","cornelli",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600666","Andrena","cornelli","","f","J_Ascher","sam droege/neal williams","Rhododendron_periclymenoides","Rhododendron","periclymenoides","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","\"written down as \"\"azalea sp\"\"; recorded in field as Rhododendron nudiflorum\"","","bee","Andrena","cornelli","T. Griswold","cornelli",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600667","Andrena","cornelli","","f","J_Ascher","sam droege/neal williams","Rhododendron_periclymenoides","Rhododendron","periclymenoides","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","\"written down as \"\"azalea sp\"\"; recorded in field as Rhododendron nudiflorum\"","","bee","Andrena","cornelli","T. Griswold","cornelli",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600668","Andrena","cornelli","","f","J_Ascher","sam droege/neal williams","Rhododendron_periclymenoides","Rhododendron","periclymenoides","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","\"written down as \"\"azalea sp\"\"; recorded in field as Rhododendron nudiflorum\"","","bee","Andrena","cornelli","T. Griswold","cornelli",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600669","Bombus","bimaculatus","worker","f","J_Ascher","sam droege/neal williams","Rhododendron_periclymenoides","Rhododendron","periclymenoides","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","\"written down as \"\"azalea sp\"\"; recorded in field as Rhododendron nudiflorum\"","","bee","Bombus","bimaculatus","T. Griswold","bimaculatus",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600670","Xylocopa","virginica","","m","J_Ascher","sam droege/neal williams","Rhododendron_periclymenoides","Rhododendron","periclymenoides","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","\"written down as \"\"azalea sp\"\"; recorded in field as Rhododendron nudiflorum\"","","bee","Xylocopa","virginica","T. Griswold","virginica",40.329,-74.944,NULL,NULL
"nsf2006","2006-05-10",10,5,2006,3,"nsf200600671","Xylocopa","virginica","","f","J_Ascher","sam droege/neal williams","Rhododendron_periclymenoides","Rhododendron","periclymenoides","bowmans","reference","net",40.329222,-74.944305,"low: specimens collected throughout large area rou","Bucks","PA","USA","KU","","\"written down as \"\"azalea sp\"\"; recorded in field as Rhododendron nudiflorum\"","","bee","Xylocopa","virginica","T. Griswold","virginica",40.329,-74.944,NULL,NULL
"nsf2006","2006-04-10",10,4,2006,1,"nsf200600672","Andrena","erigeniae","","m","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","hunt","gradient","net",40.427,-74.779138,"specimens collected within 0.5 ha plot; gps point ","Hun","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.427,-74.779,NULL,NULL
"nsf2006","2006-04-10",10,4,2006,1,"nsf200600673","Lasioglossum","oblongum","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","hunt","gradient","net",40.427,-74.779138,"specimens collected within 0.5 ha plot; gps point ","Hun","NJ","USA","KU","","","","bee","Lasioglossum","oblongum","S. Droege","oblongum",40.427,-74.779,NULL,NULL
"nsf2006","2006-04-10",10,4,2006,1,"nsf200600674","Lasioglossum","quebecense","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","hunt","gradient","net",40.427,-74.779138,"specimens collected within 0.5 ha plot; gps point ","Hun","NJ","USA","KU","","","","bee","Lasioglossum","quebecense","S. Droege","quebecense",40.427,-74.779,NULL,NULL
"nsf2006","2006-04-10",10,4,2006,1,"nsf200600675","Andrena","erigeniae","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","hunt","gradient","net",40.427,-74.779138,"specimens collected within 0.5 ha plot; gps point ","Hun","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.427,-74.779,NULL,NULL
