"study","fdate",day,month,year,round,"uniqueID","genus","species","caste","sex","det","collector","plant_genus_sp","plant_genus","plant_species","site","site_type","method",latitude,longitude,"latlong_accur","County","State","Country","data_entry","spec_notes","flr_notes","plantid_field","basicID","pre2010_gendet","pre2010_spdet","pre2010_det","older_sp",latitude_old,longitude_old,"taxonomy_notes","det_date"
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600008","Lasioglossum","cressonii","","f","J_Ascher","rachael winfree","Prunus_avium","Prunus","avium","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","","","bee","Lasioglossum","cressonii","J. Gibbs","cressonii",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600009","Lasioglossum","subviridatum","","f","J_Ascher","rachael winfree","Prunus_avium","Prunus","avium","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","SD: treat as unique species; he's not sure what species it is though","","","bee","Lasioglossum","subviridatum","S. Droege","subviridatum",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600010","Ceratina","calcarata","","m","J_Criscione","rachael winfree","Mertensia_virginica","Mertensia","virginica","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","","","bee","Ceratina","calcarata","T. Griswold","calcarata",40.323,-74.896," ","Spring 2019"
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600011","Lasioglossum","subviridatum","","f","J_Ascher","rachael winfree","Mertensia_virginica","Mertensia","virginica","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","","","bee","Lasioglossum","subviridatum","J. Gibbs","subviridatum",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600012","Lasioglossum","subviridatum","","f","J_Ascher","rachael winfree","Mertensia_virginica","Mertensia","virginica","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","SD: treat as unique species; he's not sure what species it is though","","","bee","Lasioglossum","subviridatum","S. Droege","subviridatum",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600013","Lasioglossum","quebecense","","f","J_Ascher","rachael winfree","Mertensia_virginica","Mertensia","virginica","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","","","bee","Lasioglossum","quebecense","J. Gibbs","quebecense",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600014","Lasioglossum","quebecense","","f","J_Ascher","rachael winfree","Mertensia_virginica","Mertensia","virginica","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","","","bee","Lasioglossum","quebecense","J. Gibbs","quebecense",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600015","Lasioglossum","subviridatum","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","SD: treat as unique species; he's not sure what species it is though","","","bee","Lasioglossum","subviridatum","J. Gibbs","subviridatum",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600016","Andrena","erigeniae","","m","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600017","Andrena","carlini","","f","J_Ascher","rachael winfree","Cardamine_concatenata","Cardamine","concatenata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","recorded in field as Dentaria laciniata","","bee","Andrena","carlini","T. Griswold","carlini",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600018","Andrena","carlini","","f","J_Ascher","rachael winfree","Cardamine_concatenata","Cardamine","concatenata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","recorded in field as Dentaria laciniata","","bee","Andrena","carlini","T. Griswold","carlini",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600019","Halictus","rubicundus","","f","J_Ascher","rachael winfree","Cardamine_concatenata","Cardamine","concatenata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","recorded in field as Dentaria laciniata","","bee","Halictus","rubicundus","T. Griswold","rubicundus",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600020","Nomada","sp3","","m","M_Rightmyer","rachael winfree","Cardamine_concatenata","Cardamine","concatenata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","SD differentiates forms BHO from other species in collection but is not sure how many species are included in BHO. Recommends grouping as 1 species group.","recorded in field as Dentaria laciniata","","bee","Nomada","sp. 3","S. Droege","species group BHO",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600021","Nomada","sp2","","m","M_Rightmyer","rachael winfree","Cardamine_concatenata","Cardamine","concatenata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","SD differentiates forms BHO from other species in collection but is not sure how many species are included in BHO. Recommends grouping as 1 species group.","recorded in field as Dentaria laciniata","","bee","Nomada","sp. 2","S. Droege","species group BHO",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600022","Lasioglossum","subviridatum","","f","J_Ascher","rachael winfree","Cardamine_concatenata","Cardamine","concatenata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","SD: treat as unique species; he's not sure what species it is though","recorded in field as Dentaria laciniata","","bee","Lasioglossum","subviridatum","J. Gibbs","subviridatum",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600023","Lasioglossum","subviridatum","","f","J_Ascher","rachael winfree","Cardamine_concatenata","Cardamine","concatenata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","recorded in field as Dentaria laciniata","","bee","Lasioglossum","subviridatum","J. Gibbs","subviridatum",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600024","Ceratina","calcarata","","m","J_Criscione","rachael winfree","Cardamine_concatenata","Cardamine","concatenata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","recorded in field as Dentaria laciniata","","bee","Ceratina","calcarata","T. Griswold","calcarata",40.323,-74.896," ","Spring 2019"
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600025","Ceratina","calcarata","","f","J_Criscione","rachael winfree","Cardamine_concatenata","Cardamine","concatenata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","recorded in field as Dentaria laciniata","","bee","Ceratina","calcarata","T. Griswold","calcarata",40.323,-74.896," ","Spring 2019"
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600026","Bombus","bimaculatus","queen","f","J_Ascher","rachael winfree","Berberis_thunbergii","Berberis","thunbergii","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","","","bee","Bombus","bimaculatus","T. Griswold","bimaculatus",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600027","Lasioglossum","taylorae","","f","J_Ascher","rachael winfree","Thalictrum_thalictroides","Thalictrum","thalictroides","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","recorded in field as Anemonella thalictroides","","bee","Lasioglossum","subviridatum","J. Gibbs","subviridatum",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-15",15,4,2006,1,"nsf200600028","Andrena","nasonii","","m","J_Ascher","rachael winfree","Ranunculus_ficaria","Ranunculus","ficaria","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","","","bee","Andrena","nasonii","T. Griswold","nasonii",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-16",16,4,2006,1,"nsf200600029","Osmia","cornifrons","","m","J_Ascher","rachael winfree","Cercis_canadensis","Cercis","canadensis","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","recorded as CORCAN should be CERCAN based on reference site data sheet","","bee","Osmia","cornifrons","T. Griswold","cornifrons",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-16",16,4,2006,1,"nsf200600030","Osmia","cornifrons","","m","J_Ascher","rachael winfree","Cercis_canadensis","Cercis","canadensis","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","recorded as CORCAN should be CERCAN based on reference site data sheet","","bee","Osmia","cornifrons","T. Griswold","cornifrons",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-16",16,4,2006,1,"nsf200600031","Andrena","pruni","","m","J_Ascher","rachael winfree","Berberis_thunbergii","Berberis","thunbergii","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","BERTHU","","bee","Andrena","pruni","T. Griswold","pruni",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-16",16,4,2006,1,"nsf200600032","Osmia","atriventris","","f","J_Ascher","rachael winfree","Prunus_avium","Prunus","avium","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","PRUAVI","","bee","Osmia","atriventris","T. Griswold","atriventris",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-16",16,4,2006,1,"nsf200600033","Andrena","pruni","","m","J_Ascher","rachael winfree","Prunus_avium","Prunus","avium","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","PRUAVI","","bee","Andrena","pruni","T. Griswold","pruni",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-16",16,4,2006,1,"nsf200600034","Andrena","pruni","","m","J_Ascher","rachael winfree","Prunus_avium","Prunus","avium","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","PRUAVI","","bee","Andrena","pruni","T. Griswold","pruni",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-16",16,4,2006,1,"nsf200600035","Osmia","bucephala","","m","J_Ascher","rachael winfree","Mertensia_virginica","Mertensia","virginica","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","","","bee","Osmia","bucephala","T. Griswold","bucephala",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600036","Osmia","pumila","","m","J_Ascher","rachael winfree","Viola_pensylvanica_pubescens","Viola","pensylvanica_pubescens","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","VIOPEN; recorded in field as Viola pensylvanica; flower on pinned specimen = V. pubescens","","bee","Osmia","pumila","T. Griswold","pumila",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600037","Ceratina","calcarata","","f","J_Criscione","rachael winfree","Viola_pensylvanica_pubescens","Viola","pensylvanica_pubescens","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","VIOPEN; recorded in field as Viola pensylvanica; flower on pinned specimen = V. pubescens","","bee","Ceratina","calcarata","T. Griswold","calcarata",40.323,-74.896," ","Spring 2019"
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600038","Osmia","cornifrons","","f","J_Ascher","rachael winfree","Elaeagnus_angustifolia","Elaeagnus","angustifolia","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","ELEANG","","bee","Osmia","cornifrons","T. Griswold","cornifrons",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600039","Andrena","nuda","","f","J_Ascher","rachael winfree","Elaeagnus_angustifolia","Elaeagnus","angustifolia","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","ELEANG","","bee","Andrena","nuda","T. Griswold","nuda",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600040","Andrena","cressonii","","f","J_Ascher","rachael winfree","Alliaria_petiolata","Alliaria","petiolata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","ALLOFF; recorded in field as Alliaria officinalis","","bee","Andrena","cressonii","T. Griswold","cressonii",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600041","Halictus","parallelus","","f","J_Ascher","rachael winfree","Alliaria_petiolata","Alliaria","petiolata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","ALLOFF; recorded in field as Alliaria officinalis","","bee","Halictus","parallelus","T. Griswold","parallelus",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600042","Andrena","pruni","","f","J_Ascher","rachael winfree","Alliaria_petiolata","Alliaria","petiolata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","ALLOFF; recorded in field as Alliaria officinalis","","bee","Andrena","pruni","T. Griswold","pruni",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600043","Augochlora","pura","","f","J_Ascher","rachael winfree","Alliaria_petiolata","Alliaria","petiolata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","ALLOFF; recorded in field as Alliaria officinalis","","bee","Augochlora","pura","T. Griswold","pura",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600044","Augochlora","pura","","f","J_Ascher","rachael winfree","Alliaria_petiolata","Alliaria","petiolata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","ALLOFF; recorded in field as Alliaria officinalis","","bee","Augochlora","pura","T. Griswold","pura",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600045","Augochlora","pura","","f","J_Ascher","rachael winfree","Alliaria_petiolata","Alliaria","petiolata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","ALLOFF; recorded in field as Alliaria officinalis","","bee","Augochlora","pura","T. Griswold","pura",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600046","Lasioglossum","macoupinense","","f","J_Ascher","rachael winfree","Alliaria_petiolata","Alliaria","petiolata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","ALLOFF; recorded in field as Alliaria officinalis","","bee","Lasioglossum","macoupinense","S. Droege","macoupinense",40.323,-74.896,NULL,NULL
"nsf2006","2006-04-30",30,4,2006,2,"nsf200600047","Lasioglossum","subviridatum","","f","J_Ascher","rachael winfree","Alliaria_petiolata","Alliaria","petiolata","baldpate","reference","net",40.323194,-74.896388,"low: specimens collected throughout large area rou","Mercer","NJ","USA","KU","","ALLOFF; recorded in field as Alliaria officinalis","","bee","Lasioglossum","subviridatum","J. Gibbs","subviridatum",40.323,-74.896,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600048","Lasioglossum","nigroviride","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Lasioglossum","nigroviride","J. Gibbs","nigroviride",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600049","Andrena","erigeniae","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600050","Lasioglossum","quebecense","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Lasioglossum","quebecense","S. Droege","quebecense",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600051","Andrena","perplexa","","m","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","perplexa","T. Griswold","perplexa",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600052","Lasioglossum","quebecense","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Lasioglossum","quebecense","S. Droege","quebecense",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600053","Andrena","erigeniae","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600054","Andrena","erigeniae","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600055","Lasioglossum","quebecense","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Lasioglossum","quebecense","S. Droege","quebecense",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600056","Lasioglossum","quebecense","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Lasioglossum","quebecense","S. Droege","quebecense",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600057","Andrena","erigeniae","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600058","Augochlora","pura","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Augochlora","pura","T. Griswold","pura",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600059","Augochlora","pura","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Augochlora","pura","T. Griswold","pura",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600060","Andrena","pruni","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","pruni","T. Griswold","pruni",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600061","Andrena","erigeniae","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","erigeniae","T. Griswold","erigeniae",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600062","Andrena","cressonii","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Andrena","cressonii","T. Griswold","cressonii",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600063","Nomada","sp3","","m","M_Rightmyer","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","SD differentiates forms BHO from other species in collection but is not sure how many species are included in BHO. Recommends grouping as 1 species group.","","","bee","Nomada","sp. 3","S. Droege","species group BHO",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600064","Nomada","luteoloides","","f","M_Rightmyer","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Nomada","luteoloides","S. Droege","luteoloides",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600065","Nomada","pygmaea","","m","M_Rightmyer","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","SD can't associate with a particular existing species but is one of them","","","bee","Nomada","pygmaea","S. Droege","unknown white-lined sp",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600066","Nomada","sp2","","f","M_Rightmyer","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","SD differentiates forms BHO from other species in collection but is not sure how many species are included in BHO. Recommends grouping as 1 species group.","","","bee","Nomada","sp. 2","S. Droege","species group BHO",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600067","Lasioglossum","subviridatum","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","SD: treat as unique species; he's not sure what species it is though","","","bee","Lasioglossum","subviridatum","J. Gibbs","subviridatum",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600068","Lasioglossum","subviridatum","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Lasioglossum","subviridatum","J. Gibbs","subviridatum",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600069","Lasioglossum","cattellae","","f","J_Ascher","rachael winfree","Claytonia_virginica","Claytonia","virginica","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Lasioglossum","cattellae","J. Gibbs","cattellae",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600070","Augochlora","pura","","f","J_Ascher","rachael winfree","Saxifraga_virginiensis","Saxifraga","virginiensis","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Augochlora","pura","T. Griswold","pura",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600071","Lasioglossum","quebecense","","f","J_Ascher","rachael winfree","Thalictrum_thalictroides","Thalictrum","thalictroides","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","recorded in field as Anemonella thalictroides","","bee","Lasioglossum","quebecense","J. Gibbs","quebecense",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600072","Xylocopa","virginica","","f","J_Ascher","rachael winfree","Cardamine_bulbosa","Cardamine","bulbosa","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Xylocopa","virginica","T. Griswold","virginica",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600073","Lasioglossum","subviridatum","","f","J_Ascher","rachael winfree","Cardamine_bulbosa","Cardamine","bulbosa","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Lasioglossum","subviridatum","J. Gibbs","subviridatum",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600074","Lasioglossum","cattellae","","f","J_Ascher","rachael winfree","Cardamine_bulbosa","Cardamine","bulbosa","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","","","bee","Lasioglossum","cattellae","J. Gibbs","cattellae",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600075","Andrena","miserabilis","","f","J_Ascher","rachael winfree","Viburnum_prunifolium","Viburnum","prunifolium","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","recorded as Viburnum on the label; R. Winfree was not sure at the time if this was V. prunifolium or V. lentago but based on the specimen and looking at V. lentago at Bowman's  we decided that this was V. prunifolium","","bee","Andrena","miserabilis","T. Griswold","miserabilis",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600076","Lasioglossum","quebecense","","f","J_Ascher","rachael winfree","Viburnum_prunifolium","Viburnum","prunifolium","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","recorded as Viburnum on the label; R. Winfree was not sure at the time if this was V. prunifolium or V. lentago but based on the specimen and looking at V. lentago at Bowman's  we decided that this was V. prunifolium","","bee","Lasioglossum","quebecense","S. Droege","quebecense",40.4,-74.875,NULL,NULL
"nsf2006","2006-05-01",1,5,2006,2,"nsf200600077","Andrena","nasonii","","f","J_Ascher","rachael winfree","Viburnum_prunifolium","Viburnum","prunifolium","alex","reference","net",40.399583,-74.87475,"low: specimens collected throughout large area rou","Hunterdon","NJ","USA","KU","","recorded as Viburnum on the label; R. Winfree was not sure at the time if this was V. prunifolium or V. lentago but based on the specimen and looking at V. lentago at Bowman's  we decided that this was V. prunifolium","","bee","Andrena","ziziae","T. Griswold","ziziae",40.4,-74.875,NULL,NULL
